,chr,subpop,clus.id,start,end,peak,width
489,01N,all,01N_all_344,55581498,55583890,55582664,2392
490,01N,all,01N_all_345,55676851,55683651,55677446,6800
491,01N,all,01N_all_346,55685545,55687316,55687316,1771
492,01N,all,01N_all_347,56504845,56523845,56522816,19000
493,01N,all,01N_all_348,56780496,56784067,56781062,3571
494,01N,all,01N_all_349,57316266,57316565,57316451,299
495,01N,all,01N_all_350,57364820,57365784,57365784,964
496,01N,all,01N_all_351,57368003,57368174,57368003,171
497,01N,all,01N_all_352,57492774,57500557,57499561,7783
498,01N,all,01N_all_353,57768207,57768403,57768403,196
499,01N,all,01N_all_354,58387010,58388459,58387305,1449
500,01N,all,01N_all_355,58391147,58392494,58392494,1347
501,01N,all,01N_all_356,59214903,59215029,59215029,126
502,01N,all,01N_all_357,61585648,61585696,61585696,48
503,01N,all,01N_all_358,62544844,62544969,62544969,125
504,01N,all,01N_all_359,62545821,62545882,62545821,61
505,01N,all,01N_all_360,63797327,63798155,63798155,828
506,01N,all,01N_all_361,66780021,66782334,66780388,2313
507,01N,all,01N_all_362,66785137,66791103,66785137,5966
508,01N,all,01N_all_363,66837270,66840531,66837462,3261
509,01N,all,01N_all_364,66853076,66859988,66856174,6912
510,01N,all,01N_all_365,66889040,66892846,66890222,3806
511,01N,all,01N_all_366,66963785,66963951,66963951,166
512,01N,all,01N_all_367,66990898,66991305,66990898,407
513,01N,all,01N_all_368,66992611,66994793,66994285,2182
514,01N,all,01N_all_369,66996401,66999867,66996401,3466
515,02K,all,02K_all_1,3190403,3190739,3190637,336
516,02K,all,02K_all_2,4075972,4076053,4076053,81
517,02K,all,02K_all_3,4227243,4229590,4227243,2347
518,02K,all,02K_all_4,4468832,4469021,4469021,189
519,02K,all,02K_all_5,5269799,5269845,5269799,46
520,02K,all,02K_all_6,13338562,13339766,13338562,1204
521,02K,all,02K_all_7,22194020,22194341,22194341,321
522,02K,all,02K_all_8,22559984,22560084,22560084,100
523,02K,all,02K_all_9,22561582,22561605,22561605,23
524,02K,all,02K_all_10,23031170,23031409,23031409,239
525,02K,all,02K_all_11,23035120,23035211,23035120,91
526,02K,all,02K_all_12,23089837,23090736,23090389,899
527,02K,all,02K_all_13,23096206,23097657,23096206,1451
528,02K,all,02K_all_14,23098381,23099548,23099548,1167
529,02K,all,02K_all_15,23100104,23100367,23100104,263
530,02K,all,02K_all_16,23101151,23102012,23101613,861
531,02K,all,02K_all_17,23119363,23121017,23121017,1654
532,02K,all,02K_all_18,23128500,23129963,23129512,1463
533,02K,all,02K_all_19,23153492,23153703,23153492,211
534,02K,all,02K_all_20,23156392,23157090,23157090,698
535,02K,all,02K_all_21,23162553,23163184,23162623,631
536,02K,all,02K_all_22,23269251,23269258,23269251,7
537,02K,all,02K_all_23,23384533,23385825,23384634,1292
538,02K,all,02K_all_24,23391335,23391681,23391335,346
539,02K,all,02K_all_25,23393178,23393794,23393588,616
540,02K,all,02K_all_26,23394832,23395762,23394832,930
541,02K,all,02K_all_27,23445461,23445527,23445527,66
542,02K,all,02K_all_28,23449482,23453120,23450839,3638
543,02K,all,02K_all_29,23481133,23483102,23481450,1969
544,02K,all,02K_all_30,23923542,23923723,23923723,181
545,02K,all,02K_all_31,24613713,24616581,24615360,2868
546,02K,all,02K_all_32,24646806,24646807,24646807,1
547,02K,all,02K_all_33,24648912,24654073,24650617,5161
548,02K,all,02K_all_34,24656300,24657902,24657902,1602
549,02K,all,02K_all_35,24660236,24662669,24660236,2433
550,02K,all,02K_all_36,25749948,25758741,25749948,8793
551,02K,all,02K_all_37,25782487,25785249,25783167,2762
552,02K,all,02K_all_38,25792971,25793279,25793279,308
553,02K,all,02K_all_39,25795573,25796559,25795929,986
554,02K,all,02K_all_40,25797845,25797934,25797845,89
555,02K,all,02K_all_41,25799277,25800531,25799494,1254
556,02K,all,02K_all_42,25805139,25805619,25805619,480
557,02K,all,02K_all_43,25807504,25808344,25807504,840
558,02K,all,02K_all_44,25833878,25833948,25833878,70
559,02K,all,02K_all_45,25836271,25839462,25837997,3191
560,02K,all,02K_all_46,25864557,25865636,25864557,1079
561,02K,all,02K_all_47,25866700,25866962,25866962,262
562,02K,all,02K_all_48,25867527,25867699,25867699,172
563,02K,all,02K_all_49,25868167,25868645,25868645,478
564,02K,all,02K_all_50,25870340,25871685,25871685,1345
565,02K,all,02K_all_51,25872263,25872513,25872513,250
566,02K,all,02K_all_52,25892635,25894144,25892821,1509
567,02K,all,02K_all_53,25910937,25911518,25911518,581
568,02K,all,02K_all_54,25915556,25916093,25915556,537
569,02K,all,02K_all_55,25919759,25920283,25920283,524
570,02K,all,02K_all_56,25954528,25954576,25954528,48
571,02K,all,02K_all_57,25955397,25961028,25960592,5631
572,02K,all,02K_all_58,25984100,25985005,25984490,905
573,02K,all,02K_all_59,26428125,26428301,26428125,176
574,02K,all,02K_all_60,26434994,26436342,26434994,1348
575,02K,all,02K_all_61,26441137,26448547,26441137,7410
576,02K,all,02K_all_62,26462178,26462588,26462178,410
577,02K,all,02K_all_63,26490743,26491623,26490743,880
578,02K,all,02K_all_64,26493139,26493862,26493668,723
579,02K,all,02K_all_65,26515471,26516125,26516006,654
580,02K,all,02K_all_66,26517066,26518942,26518614,1876
581,02K,all,02K_all_67,26523709,26523792,26523792,83
582,02K,all,02K_all_68,26553430,26553652,26553430,222
583,02K,all,02K_all_69,26563690,26564418,26563690,728
584,02K,all,02K_all_70,26845952,26847198,26845952,1246
585,02K,all,02K_all_71,26891094,26891986,26891094,892
586,02K,all,02K_all_72,26940480,26941088,26941088,608
587,02K,all,02K_all_73,26981693,26993794,26981693,12101
588,02K,all,02K_all_74,27013596,27013757,27013596,161
589,02K,all,02K_all_75,27024733,27025151,27025151,418
590,02K,all,02K_all_76,27028520,27029508,27028520,988
591,02K,all,02K_all_77,27040213,27040801,27040761,588
592,02K,all,02K_all_78,27041804,27042243,27042243,439
593,02K,all,02K_all_79,27045502,27045746,27045746,244
594,02K,all,02K_all_80,27047494,27047693,27047494,199
595,02K,all,02K_all_81,27054012,27054340,27054012,328
596,02K,all,02K_all_82,27093986,27094114,27094114,128
597,02K,all,02K_all_83,27097853,27099208,27097853,1355
598,02K,all,02K_all_84,27100887,27103304,27101016,2417
599,02K,all,02K_all_85,27260531,27261137,27260531,606
600,02K,all,02K_all_86,27277810,27279060,27278815,1250
601,02K,all,02K_all_87,27292016,27292252,27292016,236
602,02K,all,02K_all_88,27299245,27311074,27300557,11829
603,02K,all,02K_all_89,27343190,27345577,27344914,2387
604,02K,all,02K_all_90,27359783,27359815,27359815,32
605,02K,all,02K_all_91,27383878,27384889,27383938,1011
606,02K,all,02K_all_92,27387457,27387703,27387703,246
607,02K,all,02K_all_93,27412512,27413143,27412686,631
608,02K,all,02K_all_94,27419642,27420497,27420497,855
609,02K,all,02K_all_95,27449109,27449302,27449109,193
610,02K,all,02K_all_96,27450953,27451107,27450953,154
611,02K,all,02K_all_97,27560112,27560418,27560112,306
612,02K,all,02K_all_98,27577144,27577186,27577144,42
613,02K,all,02K_all_99,27605382,27605445,27605445,63
614,02K,all,02K_all_100,27614780,27614981,27614780,201
615,02K,all,02K_all_101,27622851,27623474,27623474,623
616,02K,all,02K_all_102,27632193,27632679,27632193,486
617,02K,all,02K_all_103,27649040,27649348,27649348,308
618,02K,all,02K_all_104,27654261,27655095,27654261,834
619,02K,all,02K_all_105,27657003,27657178,27657003,175
620,02K,all,02K_all_106,27657838,27658579,27658579,741
621,02K,all,02K_all_107,27761313,27762412,27762303,1099
622,02K,all,02K_all_108,27768543,27770438,27770438,1895
623,02K,all,02K_all_109,27771174,27771271,27771271,97
624,02K,all,02K_all_110,27777991,27778319,27777991,328
625,02K,all,02K_all_111,27845693,27845732,27845693,39
626,02K,all,02K_all_112,27855122,27855578,27855122,456
627,02K,all,02K_all_113,27857494,27858518,27857494,1024
628,02K,all,02K_all_114,27859823,27860372,27860372,549
629,02K,all,02K_all_115,27865276,27865581,27865581,305
630,02K,all,02K_all_116,27887650,27891444,27889427,3794
631,02K,all,02K_all_117,27905125,27905193,27905125,68
632,02K,all,02K_all_118,27907976,27909848,27908689,1872
633,02K,all,02K_all_119,27912097,27912302,27912097,205
634,02K,all,02K_all_120,27922478,27924348,27922561,1870
635,02K,all,02K_all_121,27931464,27931720,27931720,256
636,02K,all,02K_all_122,27936247,27941167,27941167,4920
637,02K,all,02K_all_123,27942772,27943202,27942772,430
638,02K,all,02K_all_124,27944876,27945839,27945251,963
639,02K,all,02K_all_125,27954119,27955063,27954119,944
640,02K,all,02K_all_126,27956080,27956206,27956206,126
641,02K,all,02K_all_127,28418771,28418810,28418771,39
642,02K,all,02K_all_128,30129448,30129919,30129648,471
643,02K,all,02K_all_129,30564846,30564915,30564846,69
644,02K,all,02K_all_130,31515767,31516041,31516041,274
645,02K,all,02K_all_131,31516927,31517328,31517328,401
646,02K,all,02K_all_132,31551485,31552175,31551485,690
647,02K,all,02K_all_133,31552629,31554466,31552810,1837
648,02K,all,02K_all_134,31559895,31560239,31559895,344
649,02K,all,02K_all_135,31561943,31563522,31563331,1579
650,02K,all,02K_all_136,31568766,31569828,31568766,1062
651,02K,all,02K_all_137,31571470,31572379,31572379,909
652,02K,all,02K_all_138,31581479,31581956,31581956,477
653,02K,all,02K_all_139,31589325,31590082,31590082,757
654,02K,all,02K_all_140,31593975,31594644,31594644,669
655,02K,all,02K_all_141,31625920,31627268,31627268,1348
656,02K,all,02K_all_142,31634494,31645661,31645661,11167
657,02K,all,02K_all_143,31660965,31660990,31660990,25
658,02K,all,02K_all_144,31682365,31683432,31682575,1067
659,02K,all,02K_all_145,31686111,31687403,31687402,1292
660,02K,all,02K_all_146,31693252,31694082,31694082,830
661,02K,all,02K_all_147,31699188,31699235,31699188,47
662,02K,all,02K_all_148,31855375,31855480,31855375,105
663,02K,all,02K_all_149,31857049,31857785,31857492,736
664,02K,all,02K_all_150,31871624,31872258,31871624,634
665,02K,all,02K_all_151,32498808,32499446,32498808,638
666,02K,all,02K_all_152,32505358,32510065,32509388,4707
667,02K,all,02K_all_153,32601844,32602235,32601844,391
668,02K,all,02K_all_154,32604551,32605111,32605111,560
669,02K,all,02K_all_155,32607733,32609201,32609201,1468
670,02K,all,02K_all_156,32611272,32611277,32611272,5
671,02K,all,02K_all_157,32616274,32617385,32616731,1111
672,02K,all,02K_all_158,32621511,32622248,32622145,737
673,02K,all,02K_all_159,32623435,32623914,32623435,479
674,02K,all,02K_all_160,32626681,32626851,32626851,170
675,02K,all,02K_all_161,32637111,32637153,32637111,42
676,02K,all,02K_all_162,32649579,32650456,32650456,877
677,02K,all,02K_all_163,32652101,32653391,32653391,1290
678,02K,all,02K_all_164,32671622,32672899,32671622,1277
679,02K,all,02K_all_165,32676899,32678891,32678865,1992
680,02K,all,02K_all_166,32682412,32683713,32682412,1301
681,02K,all,02K_all_167,33750194,33750242,33750194,48
682,02K,all,02K_all_168,34655558,34656019,34656019,461
683,02K,all,02K_all_169,35009187,35009328,35009187,141
684,02K,all,02K_all_170,35196025,35196247,35196025,222
685,02K,all,02K_all_171,35292487,35292761,35292761,274
686,02K,all,02K_all_172,35508200,35512505,35508200,4305
687,02K,all,02K_all_173,35527130,35527142,35527130,12
688,02K,all,02K_all_174,35532711,35533299,35532711,588
689,02K,all,02K_all_175,35541793,35542267,35542267,474
690,02K,all,02K_all_176,35545007,35545128,35545128,121
691,02K,all,02K_all_177,35903182,35906874,35906845,3692
692,02K,all,02K_all_178,36329459,36330021,36330021,562
693,02K,all,02K_all_179,36382917,36384288,36383738,1371
694,02K,all,02K_all_180,36484950,36485418,36485418,468
695,02K,all,02K_all_181,36493472,36495574,36495399,2102
696,02K,all,02K_all_182,36525967,36526633,36525967,666
697,02K,all,02K_all_183,36548904,36549263,36549263,359
698,02K,all,02K_all_184,36554096,36554356,36554173,260
699,02K,all,02K_all_185,36555047,36556505,36555969,1458
700,02K,all,02K_all_186,36558145,36558543,36558145,398
701,02K,all,02K_all_187,36559251,36560399,36559251,1148
702,02K,all,02K_all_188,36561609,36561610,36561610,1
703,02K,all,02K_all_189,36562085,36564045,36564045,1960
704,02K,all,02K_all_190,36569488,36574359,36569879,4871
705,02K,all,02K_all_191,36577535,36578150,36577535,615
706,02K,all,02K_all_192,36581070,36581651,36581651,581
707,02K,all,02K_all_193,36585692,36586103,36585837,411
708,02K,all,02K_all_194,36607436,36607537,36607537,101
709,02K,all,02K_all_195,36608854,36609712,36609712,858
710,02K,all,02K_all_196,36670236,36670430,36670430,194
711,02K,all,02K_all_197,42747442,42748257,42748257,815
712,02K,all,02K_all_198,43988059,43989992,43988059,1933
713,02K,all,02K_all_199,43993041,43994074,43994074,1033
714,02K,all,02K_all_200,44538616,44538742,44538616,126
715,02K,all,02K_all_201,44904925,44905313,44905313,388
716,02K,all,02K_all_202,46513063,46513689,46513236,626
717,02K,all,02K_all_203,46534196,46535121,46534196,925
718,02K,all,02K_all_204,48596694,48597718,48597718,1024
719,02K,all,02K_all_205,50367391,50367738,50367738,347
720,02K,all,02K_all_206,50435132,50438765,50435757,3633
721,02K,all,02K_all_207,51179678,51182183,51180173,2505
722,02K,all,02K_all_208,51192271,51193617,51192805,1346
723,02K,all,02K_all_209,53006014,53007043,53006014,1029
724,02K,all,02K_all_210,53364995,53373837,53367035,8842
725,02K,all,02K_all_211,53379967,53380894,53379967,927
726,02K,all,02K_all_212,53383162,53385280,53385280,2118
727,02K,all,02K_all_213,53459056,53461352,53459056,2296
728,02K,all,02K_all_214,53486659,53488089,53486659,1430
729,02K,all,02K_all_215,53504504,53508321,53508321,3817
730,02K,all,02K_all_216,53617185,53617679,53617297,494
731,02K,all,02K_all_217,53630782,53638650,53638650,7868
732,02K,all,02K_all_218,53965534,53976736,53974964,11202
733,02K,all,02K_all_219,53979075,53980128,53979075,1053
734,02K,all,02K_all_220,53981152,53981205,53981152,53
735,02K,all,02K_all_221,53984620,53988831,53984855,4211
736,02K,all,02K_all_222,53990470,53990795,53990470,325
737,02K,all,02K_all_223,53993569,53994367,53993569,798
738,02K,all,02K_all_224,54213859,54224248,54224248,10389
739,02K,all,02K_all_225,54647527,54647812,54647527,285
740,02K,all,02K_all_226,54675332,54685490,54680904,10158
741,02K,all,02K_all_227,54687694,54687732,54687694,38
742,02K,all,02K_all_228,54690362,54694436,54694304,4074
743,02K,all,02K_all_229,54699863,54700092,54699863,229
744,02K,all,02K_all_230,54706637,54710755,54709673,4118
745,02K,all,02K_all_231,54758027,54759575,54758027,1548
746,02K,all,02K_all_232,54896399,54897824,54896967,1425
747,02K,all,02K_all_233,57407227,57409818,57409445,2591
748,02K,all,02K_all_234,57433352,57436377,57436081,3025
749,02K,all,02K_all_235,58174832,58176394,58174832,1562
750,02K,all,02K_all_236,60443147,60443193,60443193,46
751,02K,all,02K_all_237,61923686,61925712,61924393,2026
752,02K,all,02K_all_238,61954463,61954973,61954482,510
753,02K,all,02K_all_239,62076844,62078602,62078602,1758
754,02K,all,02K_all_240,62082708,62083690,62083690,982
755,02K,all,02K_all_241,62085315,62087313,62087313,1998
756,02K,all,02K_all_242,62376931,62377128,62377128,197
757,02K,all,02K_all_243,62378608,62381348,62381348,2740
758,02K,all,02K_all_244,67797618,67798907,67797919,1289
759,02K,all,02K_all_245,68398723,68400018,68398856,1295
760,02N,all,02N_all_1,14805997,14806381,14806381,384
761,02N,all,02N_all_2,17390247,17390558,17390247,311
762,02N,all,02N_all_3,18884945,18885434,18885194,489
763,02N,all,02N_all_4,21498360,21507148,21498360,8788
764,02N,all,02N_all_5,22159538,22166544,22159538,7006
765,02N,all,02N_all_6,22176934,22184482,22176934,7548
766,02N,all,02N_all_7,22198078,22198238,22198238,160
767,02N,all,02N_all_8,22206076,22209601,22209161,3525
768,02N,all,02N_all_9,22222386,22222865,22222677,479
769,02N,all,02N_all_10,22325358,22326626,22325526,1268
770,02N,all,02N_all_11,22329463,22330247,22329463,784
771,02N,all,02N_all_12,22347903,22350868,22348805,2965
772,02N,all,02N_all_13,22370552,22371767,22370552,1215
773,02N,all,02N_all_14,22425886,22427273,22426835,1387
774,02N,all,02N_all_15,22442369,22444256,22443655,1887
775,02N,all,02N_all_16,22447797,22448014,22447797,217
776,02N,all,02N_all_17,22451318,22454193,22451318,2875
777,02N,all,02N_all_18,22455278,22455366,22455366,88
778,02N,all,02N_all_19,22477782,22479281,22478677,1499
779,02N,all,02N_all_20,22501485,22505272,22504132,3787
780,02N,all,02N_all_21,22508548,22508985,22508985,437
781,02N,all,02N_all_22,22513289,22513548,22513289,259
782,02N,all,02N_all_23,22514252,22515627,22515077,1375
783,02N,all,02N_all_24,22517035,22517313,22517035,278
784,02N,all,02N_all_25,22533249,22534435,22533405,1186
785,02N,all,02N_all_26,22545842,22550801,22550801,4959
786,02N,all,02N_all_27,22552197,22567083,22553212,14886
787,02N,all,02N_all_28,22568925,22569179,22568925,254
788,02N,all,02N_all_29,22618342,22618945,22618513,603
789,02N,all,02N_all_30,22636419,22636500,22636500,81
790,02N,all,02N_all_31,22638295,22639269,22638459,974
791,02N,all,02N_all_32,22678545,22679439,22678545,894
792,02N,all,02N_all_33,22701573,22704924,22703245,3351
793,02N,all,02N_all_34,22739567,22741962,22740275,2395
794,02N,all,02N_all_35,22744201,22745051,22744999,850
795,02N,all,02N_all_36,22763414,22764258,22764258,844
796,02N,all,02N_all_37,22769782,22769817,22769817,35
797,02N,all,02N_all_38,22781223,22782073,22781718,850
798,02N,all,02N_all_39,22783576,22784668,22784399,1092
799,02N,all,02N_all_40,22786134,22786730,22786730,596
800,02N,all,02N_all_41,22810338,22812866,22812029,2528
801,02N,all,02N_all_42,22828068,22828959,22828959,891
802,02N,all,02N_all_43,22831172,22832371,22831172,1199
803,02N,all,02N_all_44,22850609,22851538,22851538,929
804,02N,all,02N_all_45,22852575,22853277,22853277,702
805,02N,all,02N_all_46,22857367,22858770,22858770,1403
806,02N,all,02N_all_47,22901583,22908837,22901687,7254
807,02N,all,02N_all_48,22937460,22940531,22937460,3071
808,02N,all,02N_all_49,22949896,22952783,22949896,2887
809,02N,all,02N_all_50,22956044,22957534,22957534,1490
810,02N,all,02N_all_51,22959719,22960968,22959719,1249
811,02N,all,02N_all_52,22962651,22963172,22962651,521
812,02N,all,02N_all_53,22965061,22967554,22965357,2493
813,02N,all,02N_all_54,24269051,24270334,24269571,1283
814,02N,all,02N_all_55,24295717,24295796,24295717,79
815,02N,all,02N_all_56,24300247,24303858,24300692,3611
816,02N,all,02N_all_57,24308369,24308463,24308463,94
817,02N,all,02N_all_58,24313129,24313397,24313129,268
818,02N,all,02N_all_59,24315329,24321804,24315512,6475
819,02N,all,02N_all_60,24322531,24330392,24329602,7861
820,02N,all,02N_all_61,24331219,24335251,24331257,4032
